全局样本索引,来源划分,来源内索引,真实标签名_仅离线评估使用,真实开放集标签_仅离线评估使用,未知分数,未知细分类标签,是否不确定样本
8261,unknown,261,17,10,0.9791624559909775,4,False
8262,unknown,262,17,10,0.9986123587008354,1,False
8263,unknown,263,17,10,0.9985894198881052,1,False
8264,unknown,264,17,10,0.9790765528765943,1,False
8265,unknown,265,17,10,0.9790202125418022,1,False
8266,unknown,266,17,10,0.9986200977734466,4,False
8267,unknown,267,17,10,0.9791456373078217,1,False
8268,unknown,268,17,10,0.998620292425356,1,False
8269,unknown,269,17,10,0.9789470386565435,1,False
8270,unknown,270,17,10,0.9985568778378138,1,False
8271,unknown,271,17,10,0.9986141460957307,1,False
8272,unknown,272,17,10,0.9983923485730419,4,False
8273,unknown,273,17,10,0.9986139740842221,1,False
8274,unknown,274,17,10,0.9986027313265641,1,False
8275,unknown,275,17,10,0.9794304250297369,1,False
8276,unknown,276,17,10,0.9985915994536232,1,False
8277,unknown,277,17,10,0.9776084598572612,1,False
8278,unknown,278,17,10,0.9772602588122786,1,False
8279,unknown,279,17,10,0.9793048429426982,1,False
8280,unknown,280,17,10,0.9986029639641428,1,False
8281,unknown,281,17,10,0.9791386163141036,1,False
8282,unknown,282,17,10,0.9986157508645396,1,False
8283,unknown,283,17,10,0.9696722956278637,1,False
8284,unknown,284,17,10,0.9986132847559673,1,False
8285,unknown,285,17,10,0.9986028519582854,1,False
8286,unknown,286,17,10,0.9792858123312602,1,False
8287,unknown,287,17,10,0.9986180922209108,1,False
8289,unknown,289,17,10,0.9986100858620531,1,False
8290,unknown,290,17,10,0.9701240827486114,4,False
8291,unknown,291,17,10,0.9986118376572227,1,False
8292,unknown,292,17,10,0.99858665855453,4,False
8293,unknown,293,17,10,0.9985671355170693,1,False
8294,unknown,294,17,10,0.9985904285999825,1,False
8295,unknown,295,17,10,0.9984543987393173,1,False
8296,unknown,296,17,10,0.9986050387572578,1,False
8297,unknown,297,17,10,0.9986059804367854,1,False
8298,unknown,298,17,10,0.9792560704151296,1,False
8299,unknown,299,17,10,0.9986230868549144,1,False
8300,unknown,300,17,10,0.9791537698526371,1,False
8301,unknown,301,17,10,0.9986179420068018,1,False
8302,unknown,302,17,10,0.9796553059215564,4,False
8303,unknown,303,17,10,0.9762553406245251,1,False
8304,unknown,304,17,10,0.9783368759358545,1,False
8305,unknown,305,17,10,0.9738702984746036,1,False
8306,unknown,306,17,10,0.998605824609027,1,False
8307,unknown,307,17,10,0.9775280078251579,1,False
8308,unknown,308,17,10,0.9791665008887339,1,False
8309,unknown,309,17,10,0.9985803626055355,1,False
8310,unknown,310,17,10,0.9794021799122384,1,False
8311,unknown,311,17,10,0.9793647363875989,1,False
8313,unknown,313,17,10,0.9792784868854005,1,False
8314,unknown,314,17,10,0.9791698030335044,4,False
8315,unknown,315,17,10,0.9985799499816437,1,False
8317,unknown,317,17,10,0.9744321340353745,4,False
8318,unknown,318,17,10,0.9986105743592677,4,False
8319,unknown,319,17,10,0.9791690053713046,1,False
8321,unknown,321,17,10,0.9986479597720579,4,False
8322,unknown,322,17,10,0.9986366770546666,4,False
8323,unknown,323,17,10,0.9793536135539302,1,False
8324,unknown,324,17,10,0.9986125266342478,1,False
8325,unknown,325,17,10,0.9793030088572025,1,False
8326,unknown,326,17,10,0.9793645250165359,1,False
8327,unknown,327,17,10,0.9713594574069724,1,False
8328,unknown,328,17,10,0.9793439751502088,1,False
8329,unknown,329,17,10,0.979275930686162,1,False
8330,unknown,330,17,10,0.9986024006130688,1,False
8331,unknown,331,17,10,0.9986178493133662,1,False
8332,unknown,332,17,10,0.9790362715794664,1,False
8333,unknown,333,17,10,0.9986263236428531,1,False
8334,unknown,334,17,10,0.9985661344767294,1,False
8335,unknown,335,17,10,0.9785820397966564,1,False
8336,unknown,336,17,10,0.979396528169366,4,False
8337,unknown,337,17,10,0.9986064037705856,1,False
8338,unknown,338,17,10,0.9793657472633747,1,False
8339,unknown,339,17,10,0.9986040856818152,1,False
8340,unknown,340,17,10,0.998510997399519,1,False
8341,unknown,341,17,10,0.9986171341933051,1,False
8342,unknown,342,17,10,0.9986124795721538,1,False
8343,unknown,343,17,10,0.9792545277182054,1,False
8344,unknown,344,17,10,0.9986240397035807,1,False
8345,unknown,345,17,10,0.9789517616385311,1,False
8346,unknown,346,17,10,0.9790619783099579,1,False
8347,unknown,347,17,10,0.998611631111554,1,False
8348,unknown,348,17,10,0.9793257439585445,1,False
8349,unknown,349,17,10,0.9755898057172303,1,False
8350,unknown,350,17,10,0.9932044285897439,5,False
8352,unknown,352,17,10,0.9791136712382059,1,False
8353,unknown,353,17,10,0.9984288407217862,1,False
8354,unknown,354,17,10,0.9985968357368104,1,False
8355,unknown,355,17,10,0.9792534376011753,1,False
8356,unknown,356,17,10,0.9986172972859808,1,False
8357,unknown,357,17,10,0.9985987867660384,1,False
8358,unknown,358,17,10,0.9986131596783498,1,False
8359,unknown,359,17,10,0.9792601159969697,1,False
8360,unknown,360,17,10,0.9986072468321767,1,False
8361,unknown,361,17,10,0.9740303074433291,1,False
8362,unknown,362,17,10,0.9788113744634601,4,False
8363,unknown,363,17,10,0.979277776348354,4,False
8364,unknown,364,17,10,0.9793661148425465,1,False
8365,unknown,365,17,10,0.9988590959460505,4,False
8366,unknown,366,17,10,0.9986127341162917,1,False
8367,unknown,367,17,10,0.9762530952435524,1,False
8369,unknown,369,17,10,0.9750173035586011,4,False
8370,unknown,370,17,10,0.9986112596802306,1,False
8371,unknown,371,17,10,0.9788127985143062,1,False
8372,unknown,372,17,10,0.9986121928867907,1,False
8373,unknown,373,17,10,0.9986088660133267,4,False
8374,unknown,374,17,10,0.9752543071794026,1,False
8375,unknown,375,17,10,0.9797094246737179,1,False
8376,unknown,376,17,10,0.9986075774738972,1,False
8377,unknown,377,17,10,0.9792577053665381,1,False
8378,unknown,378,17,10,0.9780754670822596,1,False
8380,unknown,380,17,10,0.9767864063919347,1,False
8381,unknown,381,17,10,0.9780275271491462,1,False
8382,unknown,382,17,10,0.9790581373209841,1,False
8383,unknown,383,17,10,0.9985899721601608,1,False
8384,unknown,384,17,10,0.9985992198400875,1,False
8385,unknown,385,17,10,0.9791832938344098,1,False
8386,unknown,386,17,10,0.9790361875809331,1,False
8387,unknown,387,17,10,0.9985944464980502,1,False
8388,unknown,388,17,10,0.998619606235131,1,False
8389,unknown,389,17,10,0.9800363852290844,4,False
8390,unknown,390,17,10,0.9738560962623547,1,False
8391,unknown,391,17,10,0.9986191421987792,1,False
8392,unknown,392,17,10,0.9985822512651886,1,False
8393,unknown,393,17,10,0.9985764383884161,1,False
8395,unknown,395,17,10,0.9986015244371529,1,False
8396,unknown,396,17,10,0.9793227883050724,1,False
8397,unknown,397,17,10,0.9985711305017473,1,False
8398,unknown,398,17,10,0.9985883299307942,1,False
8399,unknown,399,17,10,0.9792464244063982,1,False
8400,unknown,400,17,10,0.9791813008869583,1,False
8401,unknown,401,17,10,0.9981361959267367,1,False
8402,unknown,402,17,10,0.9986205210797265,4,False
8403,unknown,403,17,10,0.9984468143765592,1,False
8405,unknown,405,17,10,0.9773287135222751,1,False
8406,unknown,406,17,10,0.979148951973142,1,False
8407,unknown,407,17,10,0.9986108774412722,1,False
8408,unknown,408,17,10,0.9985229566853145,5,False
8409,unknown,409,17,10,0.9985897580173023,4,False
8410,unknown,410,17,10,0.9986188994755413,1,False
