全局样本索引,来源划分,来源内索引,真实标签名_仅离线评估使用,真实开放集标签_仅离线评估使用,未知分数,未知细分类标签,是否不确定样本
2679,unknown,119,10-11,16,0.9748046,11,False
2680,unknown,120,10-11,16,0.97475725,11,False
2681,unknown,121,10-11,16,0.97461885,11,False
2682,unknown,122,10-11,16,0.9744503,11,False
2683,unknown,123,10-11,16,0.9746833,11,False
2684,unknown,124,10-11,16,0.97507125,11,False
2685,unknown,125,10-11,16,0.9747351,11,False
2686,unknown,126,10-11,16,0.97483766,11,False
2687,unknown,127,10-11,16,0.97485197,11,False
2688,unknown,128,10-11,16,0.97477955,11,False
2689,unknown,129,10-11,16,0.9749012,11,False
2690,unknown,130,10-11,16,0.97486746,11,False
2691,unknown,131,10-11,16,0.9747909,11,False
2692,unknown,132,10-11,16,0.9745189,11,False
2693,unknown,133,10-11,16,0.9749624,11,False
2694,unknown,134,10-11,16,0.97493696,11,False
2695,unknown,135,10-11,16,0.9754993,11,False
2696,unknown,136,10-11,16,0.9748862,11,False
2697,unknown,137,10-11,16,0.97486633,11,False
2698,unknown,138,10-11,16,0.9744558,11,False
2699,unknown,139,10-11,16,0.9746583,11,False
2700,unknown,140,10-11,16,0.97452813,11,False
2701,unknown,141,10-11,16,0.97507316,11,False
2702,unknown,142,10-11,16,0.9745598,11,False
2703,unknown,143,10-11,16,0.974976,11,False
2704,unknown,144,10-11,16,0.97490203,11,False
2705,unknown,145,10-11,16,0.9750559,11,False
2706,unknown,146,10-11,16,0.9752215,11,False
2707,unknown,147,10-11,16,0.9743983,11,False
2708,unknown,148,10-11,16,0.97486866,11,False
2709,unknown,149,10-11,16,0.9746027,11,False
2710,unknown,150,10-11,16,0.9747266,11,False
2711,unknown,151,10-11,16,0.9751211,11,False
2712,unknown,152,10-11,16,0.9748508,11,False
2713,unknown,153,10-11,16,0.9748678,11,False
2714,unknown,154,10-11,16,0.97492737,11,False
2715,unknown,155,10-11,16,0.975002,11,False
2716,unknown,156,10-11,16,0.97486985,11,False
2717,unknown,157,10-11,16,0.9745009,11,False
2718,unknown,158,10-11,16,0.9749007,11,False
2719,unknown,159,10-11,16,0.97459096,11,False
2720,unknown,160,10-11,16,0.97483104,11,False
2721,unknown,161,10-11,16,0.9746825,11,False
2722,unknown,162,10-11,16,0.97488683,11,False
2723,unknown,163,10-11,16,0.9747502,11,False
2724,unknown,164,10-11,16,0.9747104,11,False
2725,unknown,165,10-11,16,0.97482026,11,False
2726,unknown,166,10-11,16,0.97486717,11,False
2727,unknown,167,10-11,16,0.9746947,11,False
2728,unknown,168,10-11,16,0.97492045,11,False
2729,unknown,169,10-11,16,0.9749943,11,False
2730,unknown,170,10-11,16,0.9752988,11,False
2731,unknown,171,10-11,16,0.9749226,11,False
2732,unknown,172,10-11,16,0.97478724,11,False
2733,unknown,173,10-11,16,0.9749221,11,False
2734,unknown,174,10-11,16,0.97486806,11,False
2735,unknown,175,10-11,16,0.9750412,11,False
2736,unknown,176,10-11,16,0.9747907,11,False
2737,unknown,177,10-11,16,0.9750048,11,False
2738,unknown,178,10-11,16,0.97472036,11,False
2739,unknown,179,10-11,16,0.9749117,11,False
2740,unknown,180,10-11,16,0.9748224,11,False
2741,unknown,181,10-11,16,0.97482985,11,False
2742,unknown,182,10-11,16,0.97493136,11,False
2743,unknown,183,10-11,16,0.9747396,11,False
2744,unknown,184,10-11,16,0.9745139,11,False
2745,unknown,185,10-11,16,0.9747176,11,False
2746,unknown,186,10-11,16,0.9747857,11,False
2747,unknown,187,10-11,16,0.9748599,11,False
2748,unknown,188,10-11,16,0.9748881,11,False
2749,unknown,189,10-11,16,0.9748538,11,False
2750,unknown,190,10-11,16,0.9748254,11,False
2751,unknown,191,10-11,16,0.9747929,11,False
2752,unknown,192,10-11,16,0.97494423,11,False
2753,unknown,193,10-11,16,0.9749869,11,False
2754,unknown,194,10-11,16,0.9747099,11,False
2755,unknown,195,10-11,16,0.97496605,11,False
2756,unknown,196,10-11,16,0.9748469,11,False
2757,unknown,197,10-11,16,0.97488606,11,False
2758,unknown,198,10-11,16,0.9747653,11,False
2759,unknown,199,10-11,16,0.9748406,11,False
2760,unknown,200,10-11,16,0.97446096,11,False
2761,unknown,201,10-11,16,0.9744878,11,False
2762,unknown,202,10-11,16,0.97509813,11,False
2763,unknown,203,10-11,16,0.9748088,11,False
2764,unknown,204,10-11,16,0.9748144,11,False
2765,unknown,205,10-11,16,0.97487867,11,False
2766,unknown,206,10-11,16,0.97437537,11,False
2767,unknown,207,10-11,16,0.97489536,11,False
2768,unknown,208,10-11,16,0.9749583,11,False
2769,unknown,209,10-11,16,0.97491586,11,False
2770,unknown,210,10-11,16,0.9745442,11,False
2771,unknown,211,10-11,16,0.9744564,11,False
2772,unknown,212,10-11,16,0.9749223,11,False
2773,unknown,213,10-11,16,0.974653,11,False
2774,unknown,214,10-11,16,0.9744859,11,False
2775,unknown,215,10-11,16,0.9745436,11,False
2776,unknown,216,10-11,16,0.97485554,11,False
2777,unknown,217,10-11,16,0.9747175,11,False
2778,unknown,218,10-11,16,0.9749076,11,False
2779,unknown,219,10-11,16,0.9747639,11,False
2780,unknown,220,10-11,16,0.9749664,11,False
2781,unknown,221,10-11,16,0.97475606,11,False
2782,unknown,222,10-11,16,0.9750031,11,False
2783,unknown,223,10-11,16,0.97489357,11,False
2784,unknown,224,10-11,16,0.97498,11,False
2785,unknown,225,10-11,16,0.97462547,11,False
2786,unknown,226,10-11,16,0.97459316,11,False
2787,unknown,227,10-11,16,0.97464734,11,False
2788,unknown,228,10-11,16,0.9748392,11,False
2789,unknown,229,10-11,16,0.97468245,11,False
2790,unknown,230,10-11,16,0.97479415,11,False
2791,unknown,231,10-11,16,0.9749618,11,False
2792,unknown,232,10-11,16,0.9747369,11,False
2793,unknown,233,10-11,16,0.97472495,11,False
2794,unknown,234,10-11,16,0.97469,11,False
2795,unknown,235,10-11,16,0.9749457,11,False
2796,unknown,236,10-11,16,0.9746741,11,False
2797,unknown,237,10-11,16,0.97480166,11,False
2798,unknown,238,10-11,16,0.9744282,11,False
2799,unknown,239,10-11,16,0.97494495,11,False
2800,unknown,240,10-11,16,0.9747546,11,False
2801,unknown,241,10-11,16,0.9746538,11,False
2802,unknown,242,10-11,16,0.974904,11,False
2803,unknown,243,10-11,16,0.9754285,11,False
2804,unknown,244,10-11,16,0.975015,11,False
2805,unknown,245,10-11,16,0.9750513,11,False
2806,unknown,246,10-11,16,0.9748944,11,False
2807,unknown,247,10-11,16,0.97492296,11,False
2808,unknown,248,10-11,16,0.9748559,11,False
2809,unknown,249,10-11,16,0.9749244,11,False
2810,unknown,250,10-11,16,0.9746805,11,False
2811,unknown,251,10-11,16,0.97460955,11,False
2812,unknown,252,10-11,16,0.9748746,11,False
2813,unknown,253,10-11,16,0.9749468,11,False
2814,unknown,254,10-11,16,0.97478354,11,False
2815,unknown,255,10-11,16,0.97460496,11,False
2816,unknown,256,10-11,16,0.974774,11,False
2817,unknown,257,10-11,16,0.9747615,11,False
2818,unknown,258,10-11,16,0.9751413,11,False
2819,unknown,259,10-11,16,0.97455055,11,False
2820,unknown,260,10-11,16,0.97482336,11,False
2821,unknown,261,10-11,16,0.9747442,11,False
2822,unknown,262,10-11,16,0.97491884,11,False
2823,unknown,263,10-11,16,0.9743364,11,False
2824,unknown,264,10-11,16,0.9749197,11,False
2825,unknown,265,10-11,16,0.97489774,11,False
2826,unknown,266,10-11,16,0.9743548,11,False
2827,unknown,267,10-11,16,0.9745314,11,False
2828,unknown,268,10-11,16,0.9747973,11,False
2829,unknown,269,10-11,16,0.97447443,11,False
2830,unknown,270,10-11,16,0.9748481,11,False
2831,unknown,271,10-11,16,0.9747733,11,False
2832,unknown,272,10-11,16,0.9745271,11,False
2833,unknown,273,10-11,16,0.974832,11,False
2834,unknown,274,10-11,16,0.9749466,11,False
2835,unknown,275,10-11,16,0.97472185,11,False
2836,unknown,276,10-11,16,0.97486067,11,False
2837,unknown,277,10-11,16,0.9744876,11,False
2838,unknown,278,10-11,16,0.97519076,11,False
2839,unknown,279,10-11,16,0.97448754,11,False
2840,unknown,280,10-11,16,0.97449875,11,False
2841,unknown,281,10-11,16,0.97475076,11,False
2842,unknown,282,10-11,16,0.9749549,11,False
2843,unknown,283,10-11,16,0.9749266,11,False
2844,unknown,284,10-11,16,0.97454226,11,False
2845,unknown,285,10-11,16,0.97489303,11,False
2846,unknown,286,10-11,16,0.97525364,11,False
2847,unknown,287,10-11,16,0.9747954,11,False
2848,unknown,288,10-11,16,0.9748746,11,False
2849,unknown,289,10-11,16,0.97472876,11,False
2850,unknown,290,10-11,16,0.97481304,11,False
2851,unknown,291,10-11,16,0.9746704,11,False
2852,unknown,292,10-11,16,0.9747846,11,False
2853,unknown,293,10-11,16,0.9748875,11,False
2854,unknown,294,10-11,16,0.9748918,11,False
2855,unknown,295,10-11,16,0.9748625,11,False
2856,unknown,296,10-11,16,0.9748435,11,False
2857,unknown,297,10-11,16,0.9746781,11,False
2858,unknown,298,10-11,16,0.97437775,11,False
2859,unknown,299,10-11,16,0.9747064,11,False
2860,unknown,300,10-11,16,0.97482693,11,False
2861,unknown,301,10-11,16,0.97473836,11,False
2862,unknown,302,10-11,16,0.97459507,11,False
2863,unknown,303,10-11,16,0.9749566,11,False
2864,unknown,304,10-11,16,0.97473097,11,False
2865,unknown,305,10-11,16,0.9745704,11,False
2866,unknown,306,10-11,16,0.97491515,11,False
2867,unknown,307,10-11,16,0.97490036,11,False
2868,unknown,308,10-11,16,0.9749175,11,False
2869,unknown,309,10-11,16,0.9746039,11,False
2870,unknown,310,10-11,16,0.9748941,11,False
2871,unknown,311,10-11,16,0.97494626,11,False
2872,unknown,312,10-11,16,0.9745823,11,False
2873,unknown,313,10-11,16,0.97501487,11,False
2874,unknown,314,10-11,16,0.9747622,11,False
2875,unknown,315,10-11,16,0.9747432,11,False
2876,unknown,316,10-11,16,0.9749807,11,False
2877,unknown,317,10-11,16,0.9751284,11,False
2878,unknown,318,10-11,16,0.9743973,11,False
2879,unknown,319,10-11,16,0.97489035,11,False
2880,unknown,320,10-11,16,0.97471136,11,False
2881,unknown,321,10-11,16,0.9747274,11,False
2882,unknown,322,10-11,16,0.9749879,11,False
2883,unknown,323,10-11,16,0.9747876,11,False
2884,unknown,324,10-11,16,0.97461736,11,False
2885,unknown,325,10-11,16,0.9749216,11,False
2886,unknown,326,10-11,16,0.97488254,11,False
2887,unknown,327,10-11,16,0.97487503,11,False
2888,unknown,328,10-11,16,0.97422975,11,False
2889,unknown,329,10-11,16,0.974546,11,False
2890,unknown,330,10-11,16,0.9745173,11,False
2891,unknown,331,10-11,16,0.974874,11,False
2892,unknown,332,10-11,16,0.97455424,11,False
2893,unknown,333,10-11,16,0.9745987,11,False
2894,unknown,334,10-11,16,0.9748666,11,False
2895,unknown,335,10-11,16,0.97490704,11,False
2896,unknown,336,10-11,16,0.97496396,11,False
2897,unknown,337,10-11,16,0.9748522,11,False
2898,unknown,338,10-11,16,0.9744598,11,False
2899,unknown,339,10-11,16,0.9745674,11,False
2900,unknown,340,10-11,16,0.9748572,11,False
2901,unknown,341,10-11,16,0.9747405,11,False
2902,unknown,342,10-11,16,0.9747762,11,False
2903,unknown,343,10-11,16,0.9743347,11,False
2904,unknown,344,10-11,16,0.9748643,11,False
2905,unknown,345,10-11,16,0.97446746,11,False
2906,unknown,346,10-11,16,0.9746015,11,False
2907,unknown,347,10-11,16,0.9746686,11,False
2908,unknown,348,10-11,16,0.9751208,11,False
2909,unknown,349,10-11,16,0.97466964,11,False
2910,unknown,350,10-11,16,0.97511125,11,False
2911,unknown,351,10-11,16,0.97472453,11,False
2912,unknown,352,10-11,16,0.9749381,11,False
2913,unknown,353,10-11,16,0.97453815,11,False
2914,unknown,354,10-11,16,0.97453,11,False
2915,unknown,355,10-11,16,0.9751147,11,False
2916,unknown,356,10-11,16,0.97494304,11,False
2917,unknown,357,10-11,16,0.9744955,11,False
2918,unknown,358,10-11,16,0.97503626,11,False
2919,unknown,359,10-11,16,0.9747788,11,False
2920,unknown,360,10-11,16,0.9748899,11,False
2921,unknown,361,10-11,16,0.9747159,11,False
2922,unknown,362,10-11,16,0.97502726,11,False
2923,unknown,363,10-11,16,0.97450185,11,False
2924,unknown,364,10-11,16,0.9747601,11,False
2925,unknown,365,10-11,16,0.9745855,11,False
2926,unknown,366,10-11,16,0.9747242,11,False
2927,unknown,367,10-11,16,0.9749248,11,False
2928,unknown,368,10-11,16,0.9753763,11,False
2929,unknown,369,10-11,16,0.97502255,11,False
2930,unknown,370,10-11,16,0.97494227,11,False
2931,unknown,371,10-11,16,0.97521126,11,False
2932,unknown,372,10-11,16,0.9750492,11,False
2933,unknown,373,10-11,16,0.9750364,11,False
2934,unknown,374,10-11,16,0.9745904,11,False
2935,unknown,375,10-11,16,0.9746752,11,False
2936,unknown,376,10-11,16,0.97489864,11,False
2937,unknown,377,10-11,16,0.97476816,11,False
2938,unknown,378,10-11,16,0.9747217,11,False
2939,unknown,379,10-11,16,0.9749971,11,False
2940,unknown,380,10-11,16,0.97494525,11,False
2941,unknown,381,10-11,16,0.9747135,11,False
2942,unknown,382,10-11,16,0.97445554,11,False
2943,unknown,383,10-11,16,0.9746351,11,False
2944,unknown,384,10-11,16,0.974939,11,False
2945,unknown,385,10-11,16,0.9746597,11,False
2946,unknown,386,10-11,16,0.97458875,11,False
2947,unknown,387,10-11,16,0.9749879,11,False
2948,unknown,388,10-11,16,0.9749862,11,False
2949,unknown,389,10-11,16,0.97482234,11,False
2950,unknown,390,10-11,16,0.9753926,11,False
2951,unknown,391,10-11,16,0.97488165,11,False
2952,unknown,392,10-11,16,0.97499627,11,False
2953,unknown,393,10-11,16,0.97493553,11,False
2954,unknown,394,10-11,16,0.97464585,11,False
2955,unknown,395,10-11,16,0.97482944,11,False
2956,unknown,396,10-11,16,0.9746394,11,False
2957,unknown,397,10-11,16,0.9748782,11,False
2958,unknown,398,10-11,16,0.9747474,11,False
2959,unknown,399,10-11,16,0.9748273,11,False
2960,unknown,400,10-11,16,0.9748406,11,False
2961,unknown,401,10-11,16,0.9747152,11,False
2962,unknown,402,10-11,16,0.97460425,11,False
2963,unknown,403,10-11,16,0.974519,11,False
2964,unknown,404,10-11,16,0.97470087,11,False
2965,unknown,405,10-11,16,0.9746796,11,False
2966,unknown,406,10-11,16,0.97483265,11,False
2967,unknown,407,10-11,16,0.97471267,11,False
2968,unknown,408,10-11,16,0.9748653,11,False
2969,unknown,409,10-11,16,0.9747757,11,False
2970,unknown,410,10-11,16,0.9748115,11,False
2971,unknown,411,10-11,16,0.9746759,11,False
2972,unknown,412,10-11,16,0.97446924,11,False
2973,unknown,413,10-11,16,0.97498065,11,False
2974,unknown,414,10-11,16,0.9749084,11,False
2975,unknown,415,10-11,16,0.9748103,11,False
2976,unknown,416,10-11,16,0.97462016,11,False
2977,unknown,417,10-11,16,0.97469574,11,False
2978,unknown,418,10-11,16,0.97468776,11,False
2979,unknown,419,10-11,16,0.97485137,11,False
2980,unknown,420,10-11,16,0.97492355,11,False
2981,unknown,421,10-11,16,0.9747968,11,False
2982,unknown,422,10-11,16,0.9743921,11,False
2983,unknown,423,10-11,16,0.9749564,11,False
2984,unknown,424,10-11,16,0.97438556,11,False
2985,unknown,425,10-11,16,0.9746769,11,False
2986,unknown,426,10-11,16,0.9750237,11,False
2987,unknown,427,10-11,16,0.97468513,11,False
2988,unknown,428,10-11,16,0.97448033,11,False
2989,unknown,429,10-11,16,0.97485524,11,False
2990,unknown,430,10-11,16,0.97475445,11,False
2991,unknown,431,10-11,16,0.97494054,11,False
2992,unknown,432,10-11,16,0.9750426,11,False
2993,unknown,433,10-11,16,0.9747959,11,False
2994,unknown,434,10-11,16,0.9749665,11,False
2995,unknown,435,10-11,16,0.974498,11,False
2996,unknown,436,10-11,16,0.9747985,11,False
2997,unknown,437,10-11,16,0.97436523,11,False
2998,unknown,438,10-11,16,0.97461426,11,False
2999,unknown,439,10-11,16,0.9749774,11,False
3000,unknown,440,10-11,16,0.9751019,11,False
3001,unknown,441,10-11,16,0.9746596,11,False
3002,unknown,442,10-11,16,0.9748669,11,False
3003,unknown,443,10-11,16,0.9747559,11,False
3004,unknown,444,10-11,16,0.9748273,11,False
3005,unknown,445,10-11,16,0.9750367,11,False
3006,unknown,446,10-11,16,0.97491854,11,False
3007,unknown,447,10-11,16,0.9748766,11,False
3008,unknown,448,10-11,16,0.97454286,11,False
3009,unknown,449,10-11,16,0.97475195,11,False
3010,unknown,450,10-11,16,0.9752947,11,False
3011,unknown,451,10-11,16,0.9747331,11,False
3012,unknown,452,10-11,16,0.97490215,11,False
3013,unknown,453,10-11,16,0.97500414,11,False
3014,unknown,454,10-11,16,0.9746573,11,False
3015,unknown,455,10-11,16,0.97490716,11,False
3016,unknown,456,10-11,16,0.9748862,11,False
3017,unknown,457,10-11,16,0.97484714,11,False
3018,unknown,458,10-11,16,0.97496897,11,False
3019,unknown,459,10-11,16,0.97493875,11,False
3020,unknown,460,10-11,16,0.9747242,11,False
3021,unknown,461,10-11,16,0.97433853,11,False
3022,unknown,462,10-11,16,0.9747551,11,False
3023,unknown,463,10-11,16,0.9752234,11,False
3024,unknown,464,10-11,16,0.9750674,11,False
3025,unknown,465,10-11,16,0.9746963,11,False
3026,unknown,466,10-11,16,0.97492313,11,False
3027,unknown,467,10-11,16,0.9746538,11,False
3028,unknown,468,10-11,16,0.9748042,11,False
3029,unknown,469,10-11,16,0.97473216,11,False
3030,unknown,470,10-11,16,0.9748892,11,False
3031,unknown,471,10-11,16,0.97436476,11,False
3032,unknown,472,10-11,16,0.97444344,11,False
3033,unknown,473,10-11,16,0.97447574,11,False
3034,unknown,474,10-11,16,0.97484654,11,False
3035,unknown,475,10-11,16,0.97450036,11,False
3036,unknown,476,10-11,16,0.9750125,11,False
3037,unknown,477,10-11,16,0.9744022,11,False
3038,unknown,478,10-11,16,0.97455204,11,False
3039,unknown,479,10-11,16,0.9749421,11,False
3040,unknown,480,10-11,16,0.97488356,11,False
3041,unknown,481,10-11,16,0.9748663,11,False
3042,unknown,482,10-11,16,0.97488046,11,False
3043,unknown,483,10-11,16,0.9748218,11,False
3044,unknown,484,10-11,16,0.974975,11,False
3045,unknown,485,10-11,16,0.97474635,11,False
3046,unknown,486,10-11,16,0.9748534,11,False
3047,unknown,487,10-11,16,0.9747683,11,False
3048,unknown,488,10-11,16,0.97452474,11,False
3049,unknown,489,10-11,16,0.97443694,11,False
3050,unknown,490,10-11,16,0.97478855,11,False
3051,unknown,491,10-11,16,0.9745031,11,False
3052,unknown,492,10-11,16,0.97494817,11,False
3053,unknown,493,10-11,16,0.97471845,11,False
3054,unknown,494,10-11,16,0.97476673,11,False
3055,unknown,495,10-11,16,0.9748005,11,False
3056,unknown,496,10-11,16,0.97472274,11,False
3057,unknown,497,10-11,16,0.9744878,11,False
3058,unknown,498,10-11,16,0.974607,11,False
3059,unknown,499,10-11,16,0.97488415,11,False
3060,unknown,500,10-11,16,0.97469425,11,False
3061,unknown,501,10-11,16,0.97486657,11,False
3062,unknown,502,10-11,16,0.975026,11,False
3063,unknown,503,10-11,16,0.97484386,11,False
3064,unknown,504,10-11,16,0.9748206,11,False
3065,unknown,505,10-11,16,0.9750175,11,False
3066,unknown,506,10-11,16,0.9747802,11,False
3067,unknown,507,10-11,16,0.9748113,11,False
3068,unknown,508,10-11,16,0.9749474,11,False
3069,unknown,509,10-11,16,0.9753143,11,False
3070,unknown,510,10-11,16,0.97480756,11,False
3071,unknown,511,10-11,16,0.97483855,11,False
3072,unknown,512,10-11,16,0.9749986,11,False
3073,unknown,513,10-11,16,0.97483003,11,False
3074,unknown,514,10-11,16,0.975216,11,False
3075,unknown,515,10-11,16,0.9747927,11,False
3076,unknown,516,10-11,16,0.97528476,11,False
3077,unknown,517,10-11,16,0.9748194,11,False
3078,unknown,518,10-11,16,0.9752974,11,False
3079,unknown,519,10-11,16,0.9748633,11,False
3080,unknown,520,10-11,16,0.97480726,11,False
3081,unknown,521,10-11,16,0.9747019,11,False
